Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,family_size,gender
0,1,30.0,0,0,27.75,True,False,False,0,male
0,3,29.69911764705882,0,0,8.05,True,False,True,0,male
1,3,29.0,0,0,7.8958,True,False,False,0,male
1,1,29.69911764705882,1,0,51.8625,False,False,True,1,female
1,2,50.0,0,0,10.5,False,False,True,0,female
0,3,29.69911764705882,0,0,7.75,True,True,False,0,male
1,1,48.0,0,0,26.55,True,False,True,0,male
0,3,34.0,0,0,8.05,True,False,True,0,male
0,1,47.0,0,0,38.5,True,False,True,0,male
0,2,48.0,0,0,13.0,True,False,True,0,male
0,3,29.69911764705882,0,0,8.05,True,False,True,0,male
0,3,38.0,0,0,7.05,True,False,True,0,male
0,2,29.69911764705882,0,0,0.0,True,False,True,0,male
0,3,29.69911764705882,0,0,7.725,True,True,False,0,male
0,3,29.69911764705882,0,0,7.25,True,False,True,0,male
0,3,38.0,0,0,8.6625,True,False,True,0,male
1,2,23.0,0,0,13.7917,False,False,False,0,female
0,3,22.0,0,0,9.8375,False,False,True,0,female
0,1,29.69911764705882,0,0,52.0,True,False,True,0,male
0,2,34.0,1,0,21.0,True,False,True,1,male
0,3,29.0,1,0,7.0458,True,False,True,1,male
0,3,22.0,0,0,7.5208,True,False,True,0,male
0,2,29.69911764705882,0,0,0.0,True,False,True,0,male
0,3,50.0,0,0,8.05,True,False,True,0,male
0,3,30.0,0,0,8.05,True,False,True,0,male
0,3,29.69911764705882,1,0,19.9667,True,False,True,1,male
0,3,21.0,0,0,7.25,True,False,True,0,male
0,3,21.0,0,0,8.05,True,False,True,0,male
0,3,29.69911764705882,0,0,14.4583,True,False,False,0,male
0,3,29.69911764705882,0,0,15.1,True,False,True,0,male
0,3,24.0,0,0,7.7958,True,False,True,0,male
0,3,17.0,0,0,8.6625,True,False,True,0,male
0,3,21.0,0,0,7.75,False,True,False,0,female
0,3,29.69911764705882,0,0,7.6292,False,True,False,0,female
0,3,37.0,0,0,9.5875,False,False,True,0,female
1,1,29.69911764705882,0,0,26.55,True,False,True,0,male
0,3,28.0,0,0,22.525,True,False,True,0,male
1,3,26.0,0,0,56.4958,True,False,True,0,male
1,3,29.0,0,0,7.75,True,True,False,0,male
0,3,29.69911764705882,0,0,8.05,True,False,True,0,male
1,1,36.0,0,0,26.2875,True,False,True,0,male
1,1,54.0,1,0,59.4,False,False,False,1,female
0,3,24.0,0,0,7.4958,True,False,True,0,male
0,1,47.0,0,0,34.0208,True,False,True,0,male
1,2,34.0,0,0,10.5,False,False,True,0,female
0,3,29.69911764705882,0,0,24.15,True,True,False,0,male
1,2,36.0,1,0,26.0,False,False,True,1,female
0,3,32.0,0,0,7.8958,True,False,True,0,male
0,3,22.0,0,0,7.8958,True,False,True,0,male
0,3,29.69911764705882,0,0,7.225,True,False,False,0,male
0,3,29.69911764705882,0,0,7.2292,True,False,False,0,male
0,3,40.5,0,0,7.75,True,True,False,0,male
1,2,50.0,0,0,10.5,False,False,True,0,female
0,3,39.0,0,0,7.925,True,False,True,0,male
0,3,29.69911764705882,0,0,7.2292,True,False,False,0,male
0,3,30.0,0,0,8.6625,False,False,True,0,female
0,1,45.0,0,0,26.55,True,False,True,0,male
0,3,29.69911764705882,0,0,14.5,True,False,True,0,male
1,2,32.0,1,0,26.0,True,False,True,1,male
1,2,19.0,1,0,26.0,False,False,True,1,female
1,2,29.69911764705882,0,0,13.8625,True,False,False,0,male
0,2,27.0,0,0,26.0,True,False,True,0,male
0,3,29.69911764705882,0,0,7.8292,True,True,False,0,male
1,3,22.0,0,0,7.225,True,False,False,0,male
1,3,22.0,0,0,7.775,False,False,True,0,female
1,1,48.0,1,0,39.6,False,False,False,1,female
1,3,36.0,1,0,17.4,False,False,True,1,female
0,3,29.69911764705882,0,0,7.75,True,True,False,0,male
0,3,40.0,0,0,7.8958,True,False,True,0,male
0,2,28.0,0,0,13.5,True,False,True,0,male
0,3,29.69911764705882,0,0,8.05,True,False,True,0,male
0,3,29.69911764705882,0,0,8.05,False,False,True,0,female
0,3,24.0,2,0,24.15,True,False,True,2,male
0,3,19.0,0,0,7.8958,True,False,True,0,male
0,3,29.69911764705882,0,0,7.2292,True,False,False,0,male
1,3,32.0,0,0,7.8542,True,False,True,0,male
1,1,53.0,2,0,51.4792,False,False,True,2,female
1,1,36.0,0,0,26.3875,True,False,True,0,male
1,3,29.69911764705882,0,0,7.75,False,True,False,0,female
0,3,16.0,0,0,8.05,True,False,True,0,male
0,3,19.0,0,0,14.5,True,False,True,0,male
1,2,34.0,0,0,13.0,False,False,True,0,female
1,1,39.0,1,0,55.9,False,False,True,1,female
0,3,29.69911764705882,1,0,14.4583,False,False,False,1,female
1,3,32.0,0,0,7.925,True,False,True,0,male
0,2,54.0,0,0,26.0,True,False,True,0,male
0,1,36.0,0,0,40.125,True,False,False,0,male
0,3,29.69911764705882,0,0,8.7125,True,False,False,0,male
0,2,47.0,0,0,15.0,True,False,True,0,male
0,3,22.0,0,0,8.05,True,False,True,0,male
0,3,29.69911764705882,0,0,8.05,True,False,True,0,male
0,3,35.0,0,0,7.125,True,False,True,0,male
0,3,47.0,0,0,7.25,True,False,True,0,male
0,2,37.0,1,0,26.0,True,False,True,1,male
1,2,29.69911764705882,0,0,33.0,False,False,True,0,female
0,3,49.0,0,0,0.0,True,False,True,0,male
0,3,29.69911764705882,0,0,7.225,True,False,False,0,male
1,1,49.0,1,0,56.9292,True,False,False,1,male
0,3,29.69911764705882,0,0,7.8958,True,False,True,0,male
0,1,29.69911764705882,0,0,42.4,True,False,True,0,male
0,3,44.0,0,0,8.05,True,False,True,0,male
1,1,35.0,0,0,26.55,True,False,False,0,male
0,3,36.0,1,0,15.55,True,False,True,1,male
0,3,30.0,0,0,7.8958,True,False,True,0,male
1,1,27.0,0,0,30.5,True,False,True,0,male
0,3,29.69911764705882,0,0,7.05,True,False,True,0,male
1,3,29.69911764705882,1,0,15.5,False,True,False,1,female
0,3,29.69911764705882,0,0,7.75,True,True,False,0,male
0,3,35.0,0,0,8.05,True,False,True,0,male
0,3,26.0,1,0,16.1,False,False,True,1,female
0,2,26.0,0,0,10.5,True,False,True,0,male
0,3,27.0,1,0,14.4542,True,False,False,1,male
1,1,42.0,1,0,52.5542,True,False,True,1,male
0,3,21.0,0,0,7.8542,True,False,True,0,male
0,3,21.0,0,0,16.1,True,False,True,0,male
0,3,26.0,0,0,7.8958,True,False,True,0,male
0,3,29.69911764705882,0,0,7.7333,True,True,False,0,male
0,3,51.0,0,0,7.0542,True,False,True,0,male
1,1,32.0,0,0,30.5,True,False,False,0,male
0,1,29.69911764705882,0,0,0.0,True,False,True,0,male
1,2,28.0,0,0,13.0,False,False,True,0,female
0,3,32.0,0,0,7.925,True,False,True,0,male
0,3,29.69911764705882,1,0,16.1,True,False,True,1,male
0,3,20.0,0,0,7.8542,True,False,True,0,male
1,3,29.69911764705882,0,0,56.4958,True,False,True,0,male
0,3,19.0,0,0,7.8958,True,False,True,0,male
0,3,29.69911764705882,0,0,7.55,True,False,True,0,male
1,3,23.0,0,0,7.55,False,False,True,0,female
0,3,29.69911764705882,0,0,7.8958,True,False,True,0,male
0,3,21.0,0,0,8.4333,True,False,True,0,male
1,3,29.69911764705882,0,0,7.8292,False,True,False,0,female
0,3,18.0,0,0,6.75,False,True,False,0,female
0,3,29.69911764705882,0,0,7.8958,True,False,True,0,male
0,2,23.0,0,0,13.0,True,False,True,0,male
0,3,40.0,0,0,7.225,True,False,False,0,male
0,1,47.0,0,0,25.5875,True,False,True,0,male
0,3,36.0,0,0,7.4958,True,False,True,0,male
1,3,20.0,1,0,7.925,True,False,True,1,male
0,2,25.0,0,0,13.0,True,False,True,0,male
0,3,29.69911764705882,0,0,7.775,True,False,True,0,male
0,3,43.0,0,0,8.05,True,False,True,0,male
1,1,29.69911764705882,1,0,52.0,False,False,True,1,female
0,1,31.0,1,0,52.0,True,False,True,1,male
1,2,31.0,0,0,13.0,True,False,True,0,male
0,2,29.69911764705882,0,0,0.0,True,False,True,0,male
0,3,18.0,0,0,7.775,True,False,True,0,male
0,3,24.5,0,0,8.05,True,False,True,0,male
1,3,18.0,0,0,9.8417,False,False,True,0,female
0,3,29.69911764705882,0,0,8.1375,False,True,False,0,female
0,3,20.0,0,0,9.225,True,False,True,0,male
0,3,19.0,0,0,10.1708,True,False,True,0,male
0,3,18.0,0,0,7.7958,True,False,True,0,male
1,1,31.0,1,0,57.0,True,False,True,1,male
1,3,29.69911764705882,0,0,56.4958,True,False,True,0,male
0,3,25.0,0,0,7.225,True,False,False,0,male
0,2,52.0,0,0,13.5,True,False,True,0,male
0,3,44.0,0,0,8.05,True,False,True,0,male
1,3,29.69911764705882,0,0,7.7333,False,True,False,0,female
0,3,42.0,0,0,7.65,True,False,True,0,male
1,1,35.0,0,0,26.2875,True,False,True,0,male
0,3,25.0,0,0,7.7417,True,True,False,0,male
0,3,26.0,1,0,7.8542,True,False,True,1,male
0,2,39.0,0,0,26.0,True,False,True,0,male
1,2,45.0,0,0,13.5,False,False,True,0,female
1,1,42.0,0,0,26.2875,True,False,True,0,male
1,1,24.0,0,0,49.5042,False,False,False,0,female
0,1,29.69911764705882,0,0,26.55,True,False,True,0,male
1,1,48.0,1,0,52.0,True,False,True,1,male
0,3,29.0,0,0,9.4833,True,False,True,0,male
0,2,52.0,0,0,13.0,True,False,True,0,male
0,3,19.0,0,0,7.65,True,False,True,0,male
1,2,27.0,0,0,10.5,False,False,True,0,female
0,3,29.69911764705882,0,0,15.5,True,True,False,0,male
0,3,33.0,0,0,7.775,True,False,True,0,male
0,3,17.0,1,0,7.0542,True,False,True,1,male
0,2,34.0,0,0,13.0,True,False,True,0,male
0,2,50.0,0,0,13.0,True,False,True,0,male
1,1,27.0,1,0,53.1,True,False,True,1,male
0,3,20.0,0,0,8.6625,True,False,True,0,male
1,3,29.69911764705882,0,0,7.7375,False,True,False,0,female
0,2,25.0,1,0,26.0,True,False,True,1,male
0,3,25.0,1,0,7.925,False,False,True,1,female
0,3,11.0,0,0,18.7875,True,False,False,0,male
0,2,29.69911764705882,0,0,0.0,True,False,True,0,male
0,2,23.0,0,0,13.0,True,False,True,0,male
0,2,23.0,0,0,13.0,True,False,True,0,male
0,3,28.5,0,0,16.1,True,False,True,0,male
0,3,29.69911764705882,0,0,7.8958,True,False,True,0,male
0,3,29.69911764705882,0,0,7.8958,True,False,True,0,male
1,1,29.69911764705882,0,0,30.0,True,False,True,0,male
0,3,24.0,1,0,16.1,True,False,True,1,male
1,3,31.0,0,0,7.925,True,False,True,0,male
1,2,30.0,0,0,13.0,False,False,True,0,female
0,1,19.0,1,0,53.1,True,False,True,1,male
0,3,31.0,0,0,7.75,True,True,False,0,male
0,3,33.0,0,0,9.5,True,False,True,0,male
0,3,23.0,0,0,7.8958,True,False,True,0,male
0,3,28.0,0,0,7.7958,True,False,True,0,male
0,2,18.0,0,0,11.5,True,False,True,0,male
0,3,34.0,0,0,8.05,True,False,True,0,male
0,3,29.69911764705882,0,0,14.5,True,False,True,0,male
0,3,41.0,0,0,7.125,True,False,True,0,male
1,3,20.0,0,0,7.2292,True,False,False,0,male
0,3,16.0,0,0,7.775,True,False,True,0,male
0,1,29.69911764705882,0,0,39.6,True,False,False,0,male
0,3,30.5,0,0,7.75,False,True,False,0,female
0,3,29.69911764705882,1,0,24.15,True,True,False,1,male
0,3,32.0,0,0,8.3625,True,False,True,0,male
0,3,24.0,0,0,9.5,True,False,True,0,male
0,3,48.0,0,0,7.8542,True,False,True,0,male
0,3,29.69911764705882,0,0,7.225,True,False,False,0,male
0,3,18.0,0,0,7.75,True,False,True,0,male
0,3,29.69911764705882,0,0,7.75,True,True,False,0,male
1,3,5.0,0,0,12.475,False,False,True,0,female
0,3,29.69911764705882,0,0,7.7375,True,True,False,0,male
1,3,13.0,0,0,7.2292,False,False,False,0,female
1,1,17.0,1,0,57.0,False,False,True,1,female
0,1,29.0,0,0,30.0,True,False,True,0,male
0,3,25.0,0,0,7.05,True,False,True,0,male
0,3,25.0,0,0,7.25,True,False,True,0,male
1,3,18.0,0,0,7.4958,False,False,True,0,female
0,3,29.69911764705882,0,0,7.75,True,True,False,0,male
0,2,16.0,0,0,26.0,True,False,True,0,male
0,1,29.69911764705882,0,0,30.6958,True,False,False,0,male
0,3,25.0,0,0,7.8958,True,False,True,0,male
0,2,39.0,0,0,13.0,True,False,True,0,male
1,1,49.0,0,0,25.9292,False,False,True,0,female
1,3,31.0,0,0,8.6833,False,False,True,0,female
0,3,30.0,0,0,7.2292,True,False,False,0,male
0,2,34.0,0,0,13.0,True,False,True,0,male
1,3,27.0,0,0,6.975,True,False,True,0,male
0,3,31.0,0,0,7.775,True,False,True,0,male
0,1,39.0,0,0,0.0,True,False,True,0,male
0,3,18.0,0,0,7.775,False,False,True,0,female
0,2,39.0,0,0,13.0,True,False,True,0,male
1,1,33.0,1,0,53.1,False,False,True,1,female
0,3,26.0,0,0,7.8875,True,False,True,0,male
0,3,39.0,0,0,24.15,True,False,True,0,male
0,2,35.0,0,0,10.5,True,False,True,0,male
0,3,30.5,0,0,8.05,True,False,True,0,male
0,1,29.69911764705882,0,0,0.0,True,False,True,0,male
0,3,23.0,0,0,7.925,False,False,True,0,female
0,3,43.0,0,0,6.45,True,False,True,0,male
1,3,27.0,0,0,8.6625,True,False,True,0,male
0,1,38.0,0,0,0.0,True,False,True,0,male
0,3,29.69911764705882,0,0,6.95,True,True,False,0,male
0,3,29.69911764705882,0,0,56.4958,True,False,True,0,male
1,3,29.69911764705882,0,0,7.75,True,True,False,0,male
1,3,15.0,1,0,14.4542,False,False,False,1,female
0,3,29.69911764705882,0,0,7.2292,True,False,False,0,male
0,3,23.0,0,0,7.8542,True,False,True,0,male
0,3,18.0,0,0,8.3,True,False,True,0,male
0,3,21.0,0,0,8.6625,True,False,True,0,male
0,3,29.69911764705882,0,0,8.05,True,False,True,0,male
1,3,32.0,0,0,56.4958,True,False,True,0,male
1,1,29.69911764705882,0,0,29.7,True,False,False,0,male
0,3,20.0,0,0,7.925,True,False,True,0,male
0,2,16.0,0,0,10.5,True,False,True,0,male
1,1,30.0,0,0,31.0,False,False,False,0,female
0,3,34.5,0,0,6.4375,True,False,False,0,male
0,3,17.0,0,0,8.6625,True,False,True,0,male
0,3,42.0,0,0,7.55,True,False,True,0,male
0,3,35.0,0,0,7.8958,True,False,False,0,male
0,2,44.0,1,0,26.0,False,False,True,1,female
1,1,51.0,0,0,26.55,True,False,True,0,male
0,3,29.69911764705882,0,0,7.2292,True,False,False,0,male
0,3,41.0,2,0,14.1083,True,False,True,2,male
0,2,21.0,1,0,11.5,True,False,True,1,male
1,1,48.0,0,0,25.9292,False,False,True,0,female
0,2,24.0,0,0,13.0,True,False,True,0,male
1,2,42.0,0,0,13.0,False,False,True,0,female
1,2,27.0,1,0,13.8583,False,False,False,1,female
0,1,31.0,0,0,50.4958,True,False,True,0,male
0,3,29.69911764705882,0,0,9.5,True,False,True,0,male
0,3,26.0,0,0,7.8958,True,False,True,0,male
0,1,33.0,0,0,5.0,True,False,True,0,male
0,3,47.0,0,0,9.0,True,False,True,0,male
1,2,28.0,1,0,24.0,False,False,False,1,female
1,3,15.0,0,0,7.225,False,False,False,0,female
0,3,20.0,0,0,9.8458,True,False,True,0,male
0,3,19.0,0,0,7.8958,True,False,True,0,male
0,3,29.69911764705882,0,0,7.8958,True,False,True,0,male
0,3,33.0,0,0,7.8958,True,False,True,0,male
0,3,22.0,0,0,10.5167,False,False,True,0,female
0,2,28.0,0,0,10.5,True,False,True,0,male
0,3,25.0,0,0,7.05,True,False,True,0,male
0,2,27.0,0,0,13.0,True,False,True,0,male
1,1,19.0,0,0,30.0,False,False,True,0,female
1,1,26.0,0,0,30.0,True,False,False,0,male
0,3,32.0,0,0,7.75,True,True,False,0,male
